Index_code,Date,Open,Close,Low,High,Volume,Money,Change,Label
sh000001,37461,1673.68,1672.4,1667.44,1679.66,5248492000,5297384200,-0.0009,1682.89
sh000001,37462,1675.47,1665.11,1662.38,1682.89,5268208000,5182105100,-0.0044,1670.23
sh000001,37463,1665.09,1657.5,1656.82,1670.23,5076344000,4861312700,-0.0046,1665.96
sh000001,37466,1654.93,1665.67,1647.27,1665.96,4831984000,4824133800,0.0049,1672.12
sh000001,37467,1666.58,1669,1656.85,1672.12,5887829000,6117257300,0.002,1671.48
sh000001,37468,1667.62,1651.59,1649.01,1671.48,5103074000,5325009300,-0.0104,1659.97
sh000001,37469,1650.05,1653.01,1639.23,1659.97,4825008000,4698493500,0.0009,1662.72
sh000001,37470,1653.64,1661.87,1653.17,1662.72,4031843000,4067444500,0.0054,1661.58
sh000001,37473,1661.4,1653.96,1652.4,1661.58,3803473000,4085991600,-0.0048,1679.81
sh000001,37474,1652.94,1670.62,1649.89,1679.81,6781172000,6427125000,0.0101,1670.81
sh000001,37475,1670.17,1668.07,1663.93,1670.81,3496562000,3610395800,-0.0015,1675.3
sh000001,37476,1668.51,1659.8,1657.47,1675.3,4013095000,4062433500,-0.005,1658.77
sh000001,37477,1658.44,1647.05,1642.77,1658.77,4636839000,4856738000,-0.0077,1642.59
sh000001,37480,1642.48,1634.57,1633.09,1642.59,4196163000,4343152700,-0.0076,1642.41
sh000001,37481,1633.68,1636.63,1633.55,1642.41,2923387000,3157477300,0.0013,1647.09
sh000001,37482,1636.89,1646.72,1635.29,1647.09,2963373000,3082671700,0.0062,1647.07
sh000001,37483,1646.62,1634.37,1632.13,1647.07,3207424000,3271648000,-0.0075,1652.98
sh000001,37484,1632.96,1646.79,1624.05,1652.98,5716303000,5366894600,0.0076,1650.09
sh000001,37487,1645.93,1644.3,1641.4,1650.09,3540751000,3515355100,-0.0015,1673.92
sh000001,37488,1644.62,1671.35,1644.25,1673.92,8062758000,7429759700,0.0165,1677.95
sh000001,37489,1671.99,1673.55,1668.36,1677.95,6243427000,6019225500,0.0013,1696.28
sh000001,37490,1672.7,1686.11,1672.43,1696.28,8882657000,9449429100,0.0075,1688.12
sh000001,37491,1686.3,1683.21,1679.12,1688.12,5499823000,6200475400,-0.0017,1682.32
sh000001,37494,1682.14,1670.69,1668.82,1682.32,4951816000,5366809600,-0.0074,1680.06
sh000001,37495,1670.63,1679.69,1670.11,1680.06,6133731000,7074299600,0.0054,1683.51
sh000001,37496,1680.75,1676.77,1675.53,1683.51,5598881000,6440210700,-0.0017,1680.17
sh000001,37497,1676.86,1667.32,1665.72,1680.17,4350364000,4472174800,-0.0056,1669.14
sh000001,37498,1666.98,1666.62,1664.82,1669.14,3950755000,4261461800,-0.0004,1669.91
sh000001,37501,1666.34,1668.77,1663.17,1669.91,3444608000,3720359900,0.0013,1680.28
sh000001,37502,1669.59,1674.07,1669.58,1680.28,3867722000,4261109000,0.0032,1675.97
sh000001,37503,1674.45,1663.97,1662.49,1675.97,3950598000,4101158700,-0.006,1662.9
sh000001,37504,1662.89,1641.81,1639.82,1662.9,6016195000,6143667000,-0.0133,1644.8
sh000001,37505,1639.89,1631.38,1629.93,1644.8,5394323000,5270246900,-0.0064,1628.45
sh000001,37508,1628.45,1621.58,1617.01,1628.45,4182602000,4152661700,-0.006,1627.35
sh000001,37509,1620.28,1625.11,1619.33,1627.35,3512016000,3755117400,0.0022,1626.84
sh000001,37510,1625.33,1620.36,1605.98,1626.84,4257577000,4220175100,-0.0029,1631.67
sh000001,37511,1619.94,1624.56,1614.6,1631.67,3428519000,3722187300,0.0026,1626.07
sh000001,37512,1624.5,1625.76,1621.42,1626.07,3061824000,3362246200,0.0007,1624.14
sh000001,37515,1624.13,1604.08,1598.74,1624.14,4438232000,4617856300,-0.0133,1612.02
sh000001,37516,1603.46,1604.88,1593.98,1612.02,4285330000,4213629400,0.0005,1605.22
sh000001,37517,1603.61,1594.58,1593.53,1605.22,3426916000,3683156200,-0.0064,1623.65
sh000001,37518,1593.57,1619.35,1585.07,1623.65,5505084000,5682547700,0.0155,1618.2
sh000001,37519,1618.2,1604.91,1602.89,1618.2,3485246000,3891941000,-0.0089,1604.3
sh000001,37522,1602.28,1602.59,1597.29,1604.3,2497117000,2768258000,-0.0014,1602.29
sh000001,37523,1602.2,1596.73,1594.28,1602.29,3175033000,3327743500,-0.0037,1602.35
sh000001,37524,1595.81,1597.84,1590.49,1602.35,3576563000,3853787300,0.0007,1599.98
sh000001,37525,1597.85,1587.65,1586.53,1599.98,4053378000,4417021300,-0.0064,1591.84
sh000001,37526,1587.24,1581.62,1577.53,1591.84,3905581000,4187701900,-0.0038,1577.05
sh000001,37537,1577.05,1562.99,1558.48,1577.05,2623792000,2659837900,-0.0118,1571.52
sh000001,37538,1570.65,1535.37,1534.91,1571.52,16939411000,7573820100,-0.0177,1542.56
sh000001,37539,1532.18,1530.41,1528.35,1542.56,5087010000,3587683500,-0.0032,1536.87
sh000001,37540,1532.14,1524.05,1521.91,1536.87,6107086000,4644885900,-0.0042,1532.63
sh000001,37543,1522.87,1531.68,1509.14,1532.63,5496464000,4097420900,0.005,1534.58
sh000001,37544,1531.58,1524.73,1522.1,1534.58,3741746000,2974364600,-0.0045,1548.53
sh000001,37545,1524.91,1537.39,1524.91,1548.53,4996202000,4012776900,0.0083,1538.79
sh000001,37546,1537.97,1513.1,1511.4,1538.79,4168962000,3406702700,-0.0158,1523.83
sh000001,37547,1511.18,1519.54,1500.54,1523.83,4087333000,3541925500,0.0043,1525.26
sh000001,37550,1519.21,1524.93,1512.33,1525.26,3456683000,2947387200,0.0035,1553.87
sh000001,37551,1525.08,1548.1,1525.07,1553.87,6481899000,5563652400,0.0152,1550.09
sh000001,37552,1549.77,1548.97,1539.48,1550.09,4729964000,4165715400,0.0006,1550.43
sh000001,37553,1549.79,1536.52,1535.9,1550.43,4422759000,4208307200,-0.008,1542.59
sh000001,37554,1535.8,1520.31,1517.42,1542.59,5292812000,4438120300,-0.0105,1518.6
sh000001,37557,1518.09,1502.72,1500.01,1518.6,5082704000,4087222600,-0.0116,1511.77
sh000001,37558,1501.38,1510.88,1488.68,1511.77,4645929000,4213726200,0.0054,1513.46
sh000001,37559,1511.11,1509.71,1498.45,1513.46,3748567000,3383481400,-0.0008,1521.87
sh000001,37560,1510.03,1507.5,1506,1521.87,3579218000,3154416300,-0.0015,1511.1
sh000001,37561,1507.38,1510.76,1498.21,1511.1,3581796000,3149422200,0.0022,1532.23
sh000001,37564,1516.22,1531.84,1515.07,1532.23,4908305000,4342407900,0.014,1565.23
sh000001,37565,1533.81,1558.24,1532.29,1565.23,11900345000,10528073700,0.0172,1559.23
sh000001,37566,1558.91,1552.56,1548.73,1559.23,6479494000,6151167800,-0.0036,1559.82
sh000001,37567,1554.04,1554.24,1546.27,1559.82,6406282000,5551289100,0.0011,1573.1
sh000001,37568,1570,1522.19,1517.39,1573.1,9401244000,7541349200,-0.0206,1526.13
sh000001,37571,1519.6,1504.4,1501.99,1526.13,4398727000,3855845300,-0.0117,1517.72
sh000001,37572,1504.58,1485.91,1481.16,1517.72,8063700000,6212785700,-0.0123,1491.24
sh000001,37573,1483.71,1490.46,1461.26,1491.24,6400307000,5324174400,0.0031,1489.14
sh000001,37574,1488.91,1460.8,1459.71,1489.14,5316644000,4954007400,-0.0199,1481.22
sh000001,37575,1455.98,1463.69,1451.39,1481.22,6004439000,5275652500,0.002,1468.33
sh000001,37578,1463.72,1451.29,1447.49,1468.33,4122236000,3700765800,-0.0085,1464.76
sh000001,37579,1450.7,1462.17,1441.73,1464.76,4228377000,3710422800,0.0075,1459.21
sh000001,37580,1459.21,1425.84,1423.8,1459.21,5693872000,4812460600,-0.0248,1421.23
sh000001,37581,1421.23,1390.63,1389.29,1421.23,6827937000,5483245200,-0.0247,1409
sh000001,37582,1392.57,1395.5,1375.54,1409,6767399000,5403454300,0.0035,1403.51
sh000001,37585,1393.34,1398.44,1383.09,1403.51,4458814000,3416142900,0.0021,1408.79
sh000001,37586,1398.44,1371.17,1371.01,1408.79,5322512000,4174131400,-0.0195,1384
sh000001,37587,1365.82,1378.75,1353.14,1384,7257236000,5332974800,0.0055,1417.85
sh000001,37588,1378.14,1417.53,1372.38,1417.85,7946341000,6208716400,0.0281,1450.19
sh000001,37589,1420.43,1434.18,1409.2,1450.19,15064713000,12267849100,0.0117,1432.03
sh000001,37592,1432.03,1395.68,1394.91,1432.03,6695143000,5663038800,-0.0268,1409.89
sh000001,37593,1391.72,1408.84,1388.51,1409.89,5220099000,4218664700,0.0094,1432.9
sh000001,37594,1414.89,1414.45,1406.61,1432.9,7696892000,6504122300,0.004,1411.89
sh000001,37595,1411.89,1404.88,1395.08,1411.89,4782471000,3977073500,-0.0068,1417
sh000001,37596,1404.93,1405.53,1396.21,1417,3817211000,3308794700,0.0005,1410.79
sh000001,37599,1404.51,1400.87,1395.93,1410.79,3283262000,2787268700,-0.0033,1406.9
sh000001,37600,1400.56,1383.84,1383.57,1406.9,5177534000,4341947300,-0.0122,1383.15
sh000001,37601,1381.4,1379.2,1367.31,1383.15,4427200000,3643224200,-0.0034,1399.77
sh000001,37602,1378.82,1383.91,1378.81,1399.77,4379944000,3791909400,0.0034,1401.6
sh000001,37603,1375.78,1396.9,1367.93,1401.6,5598029000,4621435000,0.0094,1409.94
sh000001,37606,1397.72,1408.52,1392.89,1409.94,6490986000,5247327400,0.0083,1418.21
sh000001,37607,1409.17,1416.1,1403.58,1418.21,5818918000,4765673100,0.0054,1424.48
sh000001,37608,1416.67,1411.72,1409.84,1424.48,6354158000,5286673500,-0.0031,1414.29
sh000001,37609,1411.28,1413.6,1402.64,1414.29,4825848000,4208861800,0.0013,1431.36
sh000001,37610,1414.35,1427.94,1410.46,1431.36,6343387000,5348770300,0.0101,1439.85
sh000001,37613,1429.95,1430.2,1429.29,1439.85,6385503000,5474167500,0.0016,1431.12
sh000001,37614,1429.53,1430.83,1420.38,1431.12,5306865000,4605115500,0.0004,1433.79
sh000001,37615,1431.59,1421.52,1420.93,1433.79,5434681000,4680032400,-0.0065,1420
sh000001,37616,1419.97,1384.15,1382.36,1420,8652099000,7055430800,-0.0263,1389.33
sh000001,37617,1379.33,1382.97,1367.85,1389.33,6857980000,5690603800,-0.0009,1379.75
sh000001,37620,1379.74,1366.36,1358.43,1379.75,6347283000,5327514600,-0.012,1370.53
sh000001,37621,1364.97,1357.65,1348.71,1370.53,6505834000,5833557400,-0.0064,1351.34
sh000001,37623,1347.43,1320.63,1317.47,1351.34,5065689000,3883362100,-0.0273,1323.63
sh000001,37624,1317.58,1319.87,1312.8,1323.63,3649264000,2723884200,-0.0006,1334.89
sh000001,37627,1319.69,1334.68,1311.68,1334.89,5850539000,3974558300,0.0112,1346.82
sh000001,37628,1335.63,1332.06,1326.19,1346.82,6547075000,4412252200,-0.002,1373.12
sh000001,37629,1331.44,1372.07,1330.45,1373.12,8477338000,5581740200,0.03,1402.29
sh000001,37630,1374.62,1397.38,1365.37,1402.29,16185726000,11212998100,0.0184,1411.37
sh000001,37631,1398.38,1384.86,1384.63,1411.37,14639156000,10557969800,-0.009,1391.19
sh000001,37634,1381.87,1386.31,1378.65,1391.19,7876154000,5873750500,0.001,1476.91
sh000001,37635,1386.9,1466.85,1386.59,1476.91,31777117000,22789709600,0.0581,1485.8
sh000001,37636,1477.45,1459.92,1448.27,1485.8,32540106000,21334485700,-0.0047,1486.06
sh000001,37637,1458.87,1485.62,1454.55,1486.06,21343311000,15741847000,0.0176,1492.72
sh000001,37638,1488.27,1478.68,1472.96,1492.72,18593389000,13392218400,-0.0047,1482.94
sh000001,37641,1475.71,1482.68,1458.12,1482.94,13936073000,10670713900,0.0027,1489.55
sh000001,37642,1485.87,1454.89,1454.61,1489.55,13157730000,9955829900,-0.0187,1463.94
sh000001,37643,1448.83,1460.53,1446.35,1463.94,10258189000,7782394600,0.0039,1470.33
sh000001,37644,1460.25,1450.62,1448.7,1470.33,9765087000,7381637400,-0.0068,1483.56
sh000001,37645,1449.5,1479.07,1448.01,1483.56,13133690000,9228928600,0.0196,1500.38
sh000001,37648,1481.61,1496.16,1480.97,1500.38,11974432000,9355492700,0.0116,1502.43
sh000001,37649,1497.1,1500.64,1489.17,1502.43,8892045000,7256385000,0.003,1508.59
sh000001,37650,1501.29,1499.82,1498.37,1508.59,9905541000,8114116700,-0.0005,1499.64
sh000001,37662,1499.17,1480.17,1477.52,1499.64,6672527000,5042780400,-0.0131,1492.89
sh000001,37663,1478.05,1492.76,1476.87,1492.89,5374874000,4380750100,0.0085,1510.99
sh000001,37664,1493.25,1510.67,1486.31,1510.99,9256052000,7500148100,0.012,1519.29
sh000001,37665,1512.29,1504.34,1502.43,1519.29,11063296000,9421266800,-0.0042,1515.26
sh000001,37666,1503.37,1510.95,1500.98,1515.26,8174311000,6995609000,0.0044,1514.64
sh000001,37669,1510.64,1496.52,1490.92,1514.64,9384170000,7749922200,-0.0096,1500.29
sh000001,37670,1495.14,1496.47,1488.83,1500.29,6594281000,5473906800,0,1511.13
sh000001,37671,1496.65,1510.8,1490.02,1511.13,8352746000,6596342000,0.0096,1517.77
sh000001,37672,1513.01,1509.49,1507.23,1517.77,8136327000,6999572600,-0.0009,1508.13
sh000001,37673,1508.08,1478.87,1476.42,1508.13,9751429000,7980211200,-0.0203,1488.07
sh000001,37676,1476.07,1481.94,1474.47,1488.07,6392791000,5641785100,0.0021,1511.65
sh000001,37677,1481.11,1511.28,1481.11,1511.65,9689512000,8477911400,0.0198,1515.46
sh000001,37678,1513.49,1513.18,1506.55,1515.46,6907909000,6301319300,0.0013,1524.75
sh000001,37679,1514.02,1513.7,1508.75,1524.75,7603759000,6662132600,0.0003,1514.5
sh000001,37680,1512.87,1511.93,1501.42,1514.5,6465782000,5963188600,-0.0012,1525.7
sh000001,37683,1511.59,1525.48,1511.05,1525.7,8775379000,8064160700,0.009,1529.75
sh000001,37684,1527.45,1524.3,1517.86,1529.75,7953503000,7492838500,-0.0008,1524.12
sh000001,37685,1524.08,1517.18,1508.25,1524.12,6737549000,6170289000,-0.0047,1517.35
sh000001,37686,1516.6,1498.34,1494.24,1517.35,8454384000,7179470300,-0.0124,1502.43
sh000001,37687,1495.69,1493.09,1489.38,1502.43,7055805000,5819913700,-0.0035,1496.16
sh000001,37690,1492.21,1468.92,1467.64,1496.16,7470473000,6220774400,-0.0162,1473.96
sh000001,37691,1467.55,1469.55,1463.58,1473.96,5155646000,4598943700,0.0004,1475.29
sh000001,37692,1468.75,1475.01,1458.5,1475.29,5293373000,4574538800,0.0037,1477.86
sh000001,37693,1475.04,1464.65,1463.33,1477.86,5328616000,4667211700,-0.007,1471.5
sh000001,37694,1464.99,1466.04,1461.35,1471.5,4847301000,4276278200,0.0009,1469.53
sh000001,37697,1465.14,1469.27,1453.37,1469.53,6323703000,5114043300,0.0022,1479
sh000001,37698,1468.99,1459.89,1458.98,1479,5976710000,5163435800,-0.0064,1475.84
sh000001,37699,1458.58,1469.96,1452.59,1475.84,6622177000,5647205300,0.0069,1477.25
sh000001,37700,1469.66,1464.54,1460.8,1477.25,6756814000,5679245100,-0.0037,1475.81
sh000001,37701,1464.18,1474.66,1461.92,1475.81,5340645000,4860613100,0.0069,1477.97
sh000001,37704,1474.59,1477.77,1470.44,1477.97,4727054000,4334155300,0.0021,1478.41
sh000001,37705,1478.05,1462.4,1461.75,1478.41,5722314000,4974811800,-0.0104,1465.43
sh000001,37706,1461.32,1456.27,1452.89,1465.43,5582878000,4953536100,-0.0042,1507.67
sh000001,37707,1455.44,1499.35,1447.01,1507.67,13495381000,10967467900,0.0296,1508.26
sh000001,37708,1498.46,1491.94,1488.6,1508.26,13165153000,11082297400,-0.0049,1511.22
sh000001,37711,1491.39,1510.58,1490.99,1511.22,10509386000,8913052000,0.0125,1525.24
sh000001,37712,1513,1522.55,1508.84,1525.24,13331738000,11606546800,0.0079,1525.77
sh000001,37713,1522.49,1521.32,1516.79,1525.77,9790969000,7778498400,-0.0008,1522.67
sh000001,37714,1521.36,1511.73,1510.51,1522.67,8299642000,7148891700,-0.0063,1521.78
sh000001,37715,1510.22,1521.13,1509.61,1521.78,9054019000,7626323400,0.0062,1530.37
sh000001,37718,1521.9,1515.13,1512.5,1530.37,11865767000,9653115400,-0.0039,1523.95
sh000001,37719,1515.65,1520.55,1513.24,1523.95,14941930000,11294889000,0.0036,1545.34
sh000001,37720,1519.99,1543.67,1510.34,1545.34,28844480000,18579366400,0.0152,1559.87
sh000001,37721,1546.51,1551.18,1541.29,1559.87,31617163000,24850131400,0.0049,1581.7
sh000001,37722,1552,1576.86,1548.53,1581.7,29422313000,22233283000,0.0166,1616.65
sh000001,37725,1581.38,1616.07,1581.2,1616.65,36572400000,29704321400,0.0249,1632.09
sh000001,37726,1619.95,1631.47,1606.73,1632.09,32116771000,27446242400,0.0095,1649.6
sh000001,37727,1633.53,1606.24,1598.83,1649.6,39099127000,33015484400,-0.0155,1621.23
sh000001,37728,1606.23,1613.6,1595.63,1621.23,28400576000,22997552000,0.0046,1620.81
sh000001,37729,1616.91,1603.08,1596.67,1620.81,24447294000,19536118600,-0.0065,1598.58
sh000001,37732,1598.5,1571.71,1557.12,1598.58,21553215000,17399156300,-0.0196,1575.8
sh000001,37733,1570.57,1568.69,1563.59,1575.8,11202841000,9806972600,-0.0019,1569.79
sh000001,37734,1568.13,1541.96,1540.07,1569.79,15537423000,12625058400,-0.017,1542.11
sh000001,37735,1538.58,1503.59,1492.9,1542.11,19574358000,15650425400,-0.0249,1513.33
sh000001,37736,1501.57,1487.15,1481.07,1513.33,12085386000,9895816600,-0.0109,1538.59
sh000001,37739,1483.47,1537.69,1473.27,1538.59,23881942000,19275407000,0.034,1535.88
sh000001,37740,1535.88,1509.31,1508.32,1535.88,18539429000,15653447100,-0.0185,1539.57
sh000001,37741,1511.15,1521.44,1510.6,1539.57,18898410000,15506754900,0.008,1536.89
sh000001,37753,1522.98,1531.87,1511.87,1536.89,15497409000,13076392200,0.0069,1534.8
sh000001,37754,1533.08,1485.31,1481.75,1534.8,22539507000,17609896900,-0.0304,1523.32
sh000001,37755,1480.11,1522.92,1477.25,1523.32,18176061000,13519935600,0.0253,1555.56
sh000001,37756,1524.5,1555.29,1516.43,1555.56,22898624000,18266327500,0.0213,1560.72
sh000001,37757,1555.91,1554.45,1543.17,1560.72,16035489000,13674729200,-0.0005,1563.11
sh000001,37760,1557.29,1555.45,1546.75,1563.11,13477658000,11261229800,0.0006,1553.85
sh000001,37761,1553.69,1535.52,1530.67,1553.85,11330971000,9169082100,-0.0128,1547.31
sh000001,37762,1534.6,1533.48,1530.05,1547.31,9087032000,7594697400,-0.0013,1546.39
sh000001,37763,1532.19,1546.11,1522.19,1546.39,9593903000,8130460700,0.0082,1571.69
sh000001,37764,1547.16,1560.96,1547.09,1571.69,18271094000,15318020500,0.0096,1574.39
sh000001,37767,1563.21,1569.51,1561.04,1574.39,15253620000,12322333200,0.0055,1575.63
sh000001,37768,1572.31,1568.34,1558.13,1575.63,14119050000,11943883600,-0.0007,1576.62
sh000001,37769,1569.33,1551.81,1549.06,1576.62,15015503000,12327754800,-0.0105,1568.54
sh000001,37770,1549.05,1568.16,1543.34,1568.54,14814318000,13201451400,0.0105,1581.61
sh000001,37771,1570.92,1576.26,1567.28,1581.61,16146876000,14361624600,0.0052,1578.87
sh000001,37774,1577.99,1576.53,1564.61,1578.87,11668304000,10435779800,0.0002,1582.41
sh000001,37775,1577.08,1562.24,1561.08,1582.41,11103011000,9857029200,-0.0091,1574.77
sh000001,37776,1560.67,1574.11,1546.62,1574.77,14275344000,11358710300,0.0076,1575.64
sh000001,37777,1575.31,1556.25,1555.45,1575.64,11849874000,9372022800,-0.0113,1557.76
sh000001,37778,1553.2,1538.92,1538.1,1557.76,10520041000,8939566300,-0.0111,1548.14
sh000001,37781,1536.27,1530.22,1527.84,1548.14,9827438000,7675308800,-0.0057,1541.39
sh000001,37782,1529.53,1538.76,1529.52,1541.39,6790688000,5763121200,0.0056,1566.9
sh000001,37783,1540.72,1565.84,1540.7,1566.9,13117542000,9219856200,0.0176,1569.13
sh000001,37784,1566.92,1562.11,1556.53,1569.13,8207297000,6731850700,-0.0024,1572.41
sh000001,37785,1562.61,1566.77,1560.3,1572.41,9681259000,7773022500,0.003,1569.55
sh000001,37788,1568.19,1559.71,1555.37,1569.55,8040941000,6785720400,-0.0045,1564.95
sh000001,37789,1559.12,1557.18,1552.43,1564.95,7191659000,6256299100,-0.0016,1565.92
sh000001,37790,1556.89,1553.88,1552.83,1565.92,8728932000,6960588600,-0.0021,1557.38
sh000001,37791,1554.02,1538.75,1530.38,1557.38,9937412000,7680199300,-0.0097,1542.42
sh000001,37792,1537.5,1529.47,1528.3,1542.42,6648795000,5497994800,-0.006,1524.91
sh000001,37795,1524.58,1511.37,1509.43,1524.91,7339544000,5783696000,-0.0118,1515.84
sh000001,37796,1509.11,1512.43,1504.72,1515.84,6369449000,5143549600,0.0007,1515.92
sh000001,37797,1512.49,1502.08,1498.96,1515.92,6822326000,5521081400,-0.0068,1517.21
sh000001,37798,1500.34,1515.38,1486.08,1517.21,9300099000,7819104600,0.0089,1516.87
sh000001,37799,1516.81,1497.05,1494.45,1516.87,7687069000,6391161400,-0.0121,1500.97
sh000001,37802,1493.69,1486.02,1483.69,1500.97,5780420000,4709755300,-0.0074,1502.57
sh000001,37803,1485.52,1484.7,1482.82,1502.57,6633158000,5431241100,-0.0009,1499.97
sh000001,37804,1485.45,1499.68,1477.87,1499.97,6749176000,5600177200,0.0101,1507.71
sh000001,37805,1501.9,1504.44,1497.74,1507.71,6513916000,5884867300,0.0032,1510.17
sh000001,37806,1504.6,1502.35,1497.46,1510.17,6312989000,5511205800,-0.0014,1503.81
sh000001,37809,1500.85,1501.48,1490.97,1503.81,5951198000,5218392700,-0.0006,1513.55
sh000001,37810,1501.62,1512.02,1500.98,1513.55,6519082000,5518777300,0.007,1513.28
sh000001,37811,1512.34,1503.31,1499.34,1513.28,5481261000,4668417800,-0.0058,1532.19
sh000001,37812,1503.51,1531.93,1501.71,1532.19,13329220000,11007500900,0.019,1535.98
sh000001,37813,1532.64,1528.85,1523.24,1535.98,8742444000,7879258300,-0.002,1529.33
sh000001,37816,1528.39,1521.41,1519.12,1529.33,6120113000,5530841400,-0.0049,1531
sh000001,37817,1521.56,1525.44,1516.89,1531,7112901000,6279063100,0.0026,1529.82
sh000001,37818,1525.5,1529.49,1520.41,1529.82,7085177000,6059993800,0.0027,1540.19
sh000001,37819,1529.97,1539.36,1529.36,1540.19,12873545000,10785932600,0.0065,1539.06
sh000001,37820,1539.05,1507.16,1506.49,1539.06,11380175000,9507637300,-0.0209,1504.71
sh000001,37823,1501.39,1495.89,1483.57,1504.71,10109184000,8170413600,-0.0075,1510.31
sh000001,37824,1499.89,1498.49,1485.46,1510.31,8850905000,7503321500,0.0017,1505.31
sh000001,37825,1499.31,1502.15,1491.66,1505.31,6846210000,5782129200,0.0024,1503.38
sh000001,37826,1503.06,1493.45,1491.2,1503.38,6494278000,5308249000,-0.0058,1502.64
sh000001,37827,1494.58,1477.65,1471.29,1502.64,14458264000,9167774200,-0.0106,1474.74
sh000001,37830,1474.74,1470.39,1464.87,1474.74,6522745000,4889320300,-0.0049,1480.58
sh000001,37831,1470.39,1477.3,1469.93,1480.58,5497814000,4320293300,0.0047,1483.07
sh000001,37832,1477.41,1479.65,1468.82,1483.07,6552081000,4799666100,0.0016,1482.6
sh000001,37833,1480.01,1476.74,1474.14,1482.6,5565849000,4421883100,-0.002,1478.36
sh000001,37834,1476.47,1476.97,1464.98,1478.36,6298086000,5162564800,0.0002,1494.42
sh000001,37837,1476.82,1494.37,1471.89,1494.42,7451970000,6153817200,0.0118,1497.01
sh000001,37838,1494.49,1494.31,1488.97,1497.01,5691341000,4665759200,0,1493.39
sh000001,37839,1493.03,1486.25,1482.69,1493.39,5508649000,4448954500,-0.0054,1497.1
sh000001,37840,1485.74,1487.37,1485.06,1497.1,5672163000,4594459600,0.0008,1487.41
sh000001,37841,1487.17,1471.27,1468.44,1487.41,7130078000,5593953400,-0.0108,1474.72
sh000001,37844,1469.26,1474.41,1462.72,1474.72,4533118000,3638653800,0.0021,1484.59
sh000001,37845,1473.99,1479.28,1472.39,1484.59,4075157000,3366786600,0.0033,1481.12
sh000001,37846,1479.67,1465.83,1465.06,1481.12,4722499000,3832808700,-0.0091,1475.02
sh000001,37847,1464.38,1455.9,1451.61,1475.02,7064504000,6022836900,-0.0068,1457.63
sh000001,37848,1454.68,1450.2,1447.11,1457.63,6682511000,5501424400,-0.0039,1451.67
sh000001,37851,1449.67,1445.09,1442.48,1451.67,4995868000,3794832400,-0.0035,1453.45
sh000001,37852,1444.66,1449.71,1444.23,1453.45,4658548000,3740258100,0.0032,1450.47
sh000001,37853,1449.5,1441.66,1432.75,1450.47,5563704000,4274520600,-0.0056,1442.86
sh000001,37854,1441.78,1441.09,1434.31,1442.86,5794253000,4459391200,-0.0004,1446.28
sh000001,37855,1438.79,1438.88,1436.9,1446.28,5118951000,4231810100,-0.0015,1434.21
sh000001,37858,1434.21,1422.18,1419.26,1434.21,5632052000,4526771700,-0.0116,1428.41
sh000001,37859,1420.85,1425.21,1417.83,1428.41,4924593000,3931834800,0.0021,1432.35
sh000001,37860,1425.15,1425.36,1420.35,1432.35,4446615000,3588760800,0.0001,1428.35
sh000001,37861,1425.73,1415.69,1414.88,1428.35,4748495000,4064544900,-0.0068,1422.35
sh000001,37862,1414.41,1421.98,1406.68,1422.35,5714023000,4651512200,0.0044,1450.04
sh000001,37865,1423.35,1449.82,1420.12,1450.04,8989750000,7521634500,0.0196,1456.55
sh000001,37866,1450.51,1446.51,1442.01,1456.55,8981599000,8253647500,-0.0023,1451.23
sh000001,37867,1446.28,1447.85,1438.69,1451.23,7372544000,6436390500,0.0009,1453.43
sh000001,37868,1447.77,1447.43,1443.38,1453.43,7245873000,6053828700,-0.0003,1446.98
sh000001,37869,1446.94,1431.53,1424.17,1446.98,8093249000,6868727900,-0.011,1429.56
sh000001,37872,1429.46,1425.73,1421.14,1429.56,6056046000,4938645000,-0.0041,1429.71
sh000001,37873,1424.69,1420.07,1414.88,1429.71,6255375000,4910830000,-0.004,1424.77
sh000001,37874,1419.52,1423.18,1415.72,1424.77,5064554000,4221440600,0.0022,1429.56
sh000001,37875,1422.9,1423.96,1421.82,1429.56,4372182000,3698296700,0.0005,1426.81
sh000001,37876,1426.34,1409.16,1407.95,1426.81,10065167000,7723812500,-0.0104,1416.08
sh000001,37879,1407.81,1397.54,1394.27,1416.08,7086654000,5490225200,-0.0082,1406.72
sh000001,37880,1396.75,1406.1,1389.49,1406.72,6664018000,5166491000,0.0061,1406.37
sh000001,37881,1406.25,1389.82,1386.78,1406.37,6088602000,4689274300,-0.0116,1395.2
sh000001,37882,1388.09,1390.49,1383.4,1395.2,5806954000,4463281900,0.0005,1395.6
sh000001,37883,1390.84,1391.37,1383.72,1395.6,5498417000,4206400700,0.0006,1395.07
sh000001,37886,1392.9,1381.44,1378.32,1395.07,4888187000,3898377900,-0.0071,1390.35
sh000001,37887,1380.85,1390.17,1372.85,1390.35,5968934000,4643057200,0.0063,1396.95
sh000001,37888,1391.4,1394.23,1386.79,1396.95,5919522000,4575963800,0.0029,1394.74
sh000001,37889,1394.49,1376.29,1374.79,1394.74,4780969000,3790629100,-0.0129,1377.87
sh000001,37890,1374.6,1370.84,1367.75,1377.87,4542889000,3656181300,-0.004,1369.48
sh000001,37893,1369.44,1355.34,1353.25,1369.48,4879508000,3754180500,-0.0113,1371.07
sh000001,37894,1354.65,1367.16,1348.22,1371.07,6059607000,4514469200,0.0087,1373.08
